Major,Year,Eth,X1st.gen,sex,format,EPICS,WB_1,WB_2,WB_3,H_1,H_2,H_3,PA_1,PA_2,PA_3,PA_4,PA_5,ACA,Big6_1,Big6_2,Big6_3,Big6_4,Big6_5,Big6_6,PSN,PSV,BRS_1,BRS_2,BRS_3,BRS_4,BRS_5,BRS_6,GRO_1,GRO_2,GRO_3,IMP_1,IMP_2,IMP_3,IMP_4,IMP_5,IMP_6,NET_1,NET_2,NET_3,NET_4,NET_5,NET_6,NET_7,NET_8,LSE_1,LSE_2,LSE_3,LSE_4,LSE_5,LSE_6,LSE_7,LSE_8,LSE_9,LSE_10,LSE_11,LSE_12,PER_1,PER_2,PER_3,OPP_1,OPP_2,OPP_3,OPP_4
1,3,5,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1,5,2,2,1,1,3,1,4,2,2,1,3,5,4,3,4,"3,4,6",5,4,1,5,3,1,3,4,2,3,2,3,3,2,2,2,2,1,1,2,3,2,3,2,3,3,3,3,4,5,2,70,50,60,80,80,70,70,60,60,50,50,70,3,4,3,3,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1,5,2,1,1,2,2,2,1,3,1,2,2,5,5,1,5,"3,4,6,10,11",2,2,4,2,1,1,3,2,2,4,2,4,1,2,5,3,3,2,2,3,2,3,4,5,4,5,4,2,4,5,2,83,86,80,82,84,69,55,80,81,82,80,83,4,3,3,2,2,5,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2,5,2,2,1,2,4,2,3,3,3,2,3,3,4,3,4,,5,2,4,5,2,4,5,4,4,3,4,2,3,2,2,2,2,5,4,2,5,5,5,5,4,4,3,3,4,1,4,80,80,80,80,90,80,90,80,80,80,80,70,4,4,4,4,3,4,4
4,4,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3,5,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,5,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,3,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,4,"5,6",2,1,1,2,3,1,4,4,1,4,3,3,4,3,2,"3,5,11",4,4,5,5,5,5,4,5,4,2,3,1,2,1,3,3,3,3,2,4,3,3,4,4,4,4,4,2,3,2,3,91,13,47,66,27,47,39,44,71,35,31,41,4,4,3,3,2,4,3
19,2,3,2,2,1,2,3,2,4,2,2,2,3,3,4,3,4,"3,4,6,9",4,4,4,2,2,3,3,5,3,4,3,4,3,3,3,3,3,3,3,2,2,4,4,4,3,4,3,3,3,4,2,66,74,65,71,68,68,75,71,74,67,70,72,3,4,4,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,5,2,1,1,2,3,1,4,2,1,1,3,4,4,3,2,"3,4,5,6,8",2,2,2,1,1,2,3,4,3,3,3,3,3,3,1,1,1,2,3,1,4,3,4,3,2,4,2,3,4,4,3,70,73,67,68,54,67,70,68,60,59,57,56,4,4,3,3,3,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,5,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,71,81,,66,,,,,84,,,,,,,
5,2,5,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,1,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,5,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,3,5,1,1,1,2,2,3,3,5,3,3,4,2,3,2,3,4,2,3,3,3,1,4,5,2,5,1,5,1,4,1,3,2,2,,,,,,,4,2,4,1,3,2,4,4,,,,,,,,,,,,,,,,,,,
5,3,5,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,5,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3,5,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,1,4,4,4,4,,,,,,,,,,,,,,,,,,,
8,4,"2,5",2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6,8",6,"2,5",2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,5,2,2,1,2,2,1,2,2,3,2,3,3,4,3,3,"2,3,6,9,10,11",1,1,2,5,3,5,4,5,3,3,3,3,3,3,5,4,3,2,2,4,1,2,1,4,5,4,4,2,3,4,1,0,,,,,,,,,,,,4,3,2,3,1,4,4
1,3,5,2,2,1,2,2,1,2,1,1,1,2,5,5,1,5,"1,2,3,4,10,11",4,3,1,2,3,4,2,3,1,5,1,5,1,5,3,1,2,2,1,4,1,1,3,3,2,4,2,2,1,5,1,45,85,65,40,,5,20,5,5,70,50,20,3,4,3,3,3,2,2
1,2,2,2,1,,2,3,4,4,3,2,2,3,3,5,3,4,"2,3,4",4,4,4,4,1,2,4,4,2,3,2,3,3,4,4,4,4,4,4,2,4,5,5,4,3,3,3,5,5,3,5,65,60,67,70,60,65,50,40,50,50,55,64,3,3,3,3,3,3,3
12,3,2,1,1,1,2,2,3,3,3,1,1,3,4,5,2,5,"1,3,4,6,11",5,4,2,2,2,3,1,2,3,5,3,4,4,4,5,5,5,4,3,3,3,3,4,4,3,3,3,3,3,4,3,60,54,44,51,47,56,54,53,52,50,51,50,3,4,3,2,3,3,3
"3,11",2,2,2,2,1,2,4,2,4,4,2,5,3,4,5,3,5,"1,2,3,4,6",4,3,2,1,1,2,2,2,3,4,4,3,4,2,6,5,2,5,4,2,5,5,5,4,4,3,4,5,5,4,3,75,75,70,75,30,70,70,70,70,70,75,60,4,4,4,5,5,2,5
12,3,5,2,2,1,2,2,1,4,2,1,1,2,5,5,2,5,"3,4,5,6,8,10",2,2,2,2,4,4,1,3,3,3,2,3,2,3,4,4,4,2,2,4,2,2,2,4,4,2,2,2,3,4,4,52,38,49,50,40,40,49,42,51,50,40,39,4,3,3,3,2,3,3
12,2,5,2,1,1,1,4,2,5,2,1,2,2,4,4,3,5,"3,4,6,8,10",4,3,2,5,2,5,5,5,3,4,4,3,2,2,1,2,2,3,3,2,4,4,4,2,3,3,4,2,4,4,4,70,65,90,60,75,80,85,60,80,30,75,40,4,3,3,3,3,4,3
17,2,5,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1,5,2,1,1,2,5,2,4,3,1,4,4,2,3,4,3,"4,9",5,3,5,2,5,4,6,5,4,2,2,2,3,2,1,1,1,5,5,1,5,5,5,5,4,5,3,5,5,2,5,100,100,100,90,100,100,100,100,70,80,100,100,4,4,4,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,5,2,1,1,2,2,2,2,4,4,4,3,3,4,3,3,"3,8,9",4,3,1,2,2,2,1,4,4,3,4,2,3,2,2,2,2,4,3,3,3,4,4,3,4,3,2,4,4,4,5,80,91,84,96,92,91,97,82,78,90,91,74,3,3,3,3,2,3,3
4,3,"5,6",2,1,1,2,3,4,4,3,2,3,3,3,5,3,4,"3,4,5,8",3,4,4,4,3,4,4,5,3,3,3,3,3,3,4,4,4,4,3,3,3,4,5,4,3,3,2,4,4,4,5,91,87,93,90,88,88,100,84,87,100,100,77,4,4,4,3,3,3,3
7,3,"3,5",2,2,1,2,3,2,5,2,3,2,4,3,4,3,3,"3,7,8",5,4,5,4,5,2,1,4,4,4,2,3,3,1,3,2,2,3,3,1,4,4,5,5,3,2,3,5,5,4,5,76,73,60,73,73,61,50,49,49,49,50,49,4,3,3,4,4,4,4
5,2,5,1,1,1,2,4,2,3,4,3,3,4,1,3,4,3,,4,4,3,1,2,4,3,4,4,2,4,1,4,2,2,2,2,3,4,2,4,5,4,4,3,4,2,4,4,1,4,65,66,61,76,83,66,76,77,72,63,75,52,3,3,4,4,3,4,4
1,5,5,1,2,1,2,4,2,4,3,2,4,4,4,4,3,4,"1,2,3,4,9",4,3,4,5,4,5,6,6,4,3,4,2,4,1,5,4,4,5,5,1,3,4,4,3,4,2,3,3,3,4,3,80,95,90,91,65,75,65,75,75,75,75,60,4,4,3,4,2,4,3
8,3,2,2,1,1,2,4,3,5,3,2,2,3,3,5,5,4,"1,4",5,4,4,5,5,4,4,5,2,3,3,4,4,4,2,2,2,5,3,4,5,4,4,5,4,4,4,5,5,1,5,77,69,81,79,100,100,100,84,18,91,61,36,4,4,4,3,3,3,4
11,1,2,2,1,2,2,3,4,3,3,2,2,2,3,3,3,4,,3,3,3,3,3,3,4,5,4,2,4,3,4,3,2,2,1,4,3,3,2,3,3,3,3,3,3,3,3,3,3,75,78,82,65,79,79,59,79,60,79,72,64,4,3,3,5,3,5,5
15,4,5,2,1,1,2,2,1,1,1,1,3,2,5,5,4,5,"1,2,3,4,6",4,4,2,5,5,1,1,2,1,5,,5,1,5,2,2,2,3,1,1,1,2,4,1,5,5,5,3,5,5,3,81,81,77,86,85,73,69,43,29,17,20,24,3,4,4,4,2,4,4
"4,11",1,5,1,1,1,1,2,4,3,2,1,2,2,4,5,3,5,"3,4,6,7,10",3,4,2,4,2,2,5,2,4,4,4,3,2,3,4,4,3,2,2,4,2,2,4,4,4,4,4,4,4,5,2,45,40,50,40,50,60,50,50,30,40,50,30,3,3,3,3,3,3,3
11,1,5,2,1,1,2,5,5,5,4,3,3,4,1,3,4,1,,5,5,5,3,4,3,5,6,3,2,3,1,3,1,1,1,1,5,5,2,5,5,5,4,4,3,2,4,4,2,4,90,95,90,95,90,95,90,90,90,90,80,85,4,3,3,3,3,5,5
7,1,5,1,2,1,2,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,2,3,2,1,3,2,3,3,3,3,4,2,2,2,4,4,2,3,4,5,3,2,2,2,4,4,4,4,79,67,81,79,80,79,79,80,79,79,80,50,3,3,3,3,3,3,3
11,1,2,2,1,2,2,2,2,3,1,1,1,1,3,4,1,4,4,4,3,3,2,1,2,3,4,4,2,3,2,2,3,4,4,4,3,2,1,2,3,2,4,3,4,3,4,4,4,2,91,100,100,100,92,100,72,100,100,94,71,100,4,3,3,5,5,5,5
11,1,2,1,2,2,2,3,4,2,3,2,3,3,3,3,4,3,,3,3,3,2,2,2,1,2,2,3,3,4,4,3,4,2,2,3,3,2,2,2,4,3,2,2,2,4,4,4,3,88,90,89,95,68,92,63,61,97,91,93,98,2,4,3,5,3,3,4
11,1,2,2,2,2,2,2,4,3,3,2,4,4,2,4,5,4,"3,4,7,10,11",4,5,4,4,2,2,2,5,4,3,4,2,2,3,1,1,1,4,3,3,4,5,4,5,3,4,2,5,5,5,4,72,100,100,100,100,100,79,79,60,69,81,81,4,4,4,4,4,3,4
16,4,5,2,1,1,2,3,1,3,3,1,1,3,4,5,2,4,"3,4,6",4,4,1,1,4,4,2,1,4,4,2,2,2,2,2,2,2,2,3,2,3,5,3,3,2,3,2,3,4,1,4,100,100,100,100,45,48,79,50,100,100,88,50,3,3,3,3,2,2,3
11,1,5,2,2,1,2,3,3,3,4,3,2,4,1,3,5,3,"3,4,7,9",4,3,1,4,1,2,3,6,4,3,3,3,4,2,2,1,1,5,4,1,4,5,5,4,3,4,2,4,4,4,4,87,85,87,70,100,70,100,65,69,55,87,43,4,4,4,3,2,5,5
3,2,5,2,2,1,2,3,2,4,2,3,2,3,4,5,4,4,"4,6,7,11",5,4,4,4,2,2,2,4,2,3,2,4,4,4,2,3,2,4,2,5,2,3,4,4,3,3,2,4,4,5,3,70,50,70,70,50,70,50,50,50,70,50,50,4,4,3,3,3,2,2
4,4,2,2,1,2,2,4,3,4,2,3,2,3,3,5,3,4,"3,4,11",5,4,5,4,5,5,1,4,4,4,3,3,2,3,2,3,1,4,4,2,4,4,5,4,4,4,3,3,4,3,4,80,71,80,84,80,85,90,70,75,80,80,75,4,4,3,4,4,3,4
6,3,2,2,1,1,2,2,2,4,2,2,2,2,3,4,2,4,"3,11",4,3,2,4,2,2,3,2,3,4,3,4,2,3,5,5,5,2,1,3,2,3,3,3,3,3,3,4,4,3,4,49,64,50,51,67,49,75,51,60,60,52,51,3,3,3,3,2,3,3
1,2,5,2,3,1,2,1,1,3,1,1,2,2,5,3,1,5,"2,4,6",3,3,2,4,2,5,6,2,4,4,3,3,4,4,1,1,1,4,3,3,2,1,4,4,4,3,3,3,2,4,2,85,87,85,88,72,88,90,84,48,76,77,50,3,4,3,3,3,3,3
1,3,5,1,2,1,2,4,3,4,4,2,3,3,4,5,5,4,"3,4,7,8,10,11",5,4,4,4,3,2,5,4,2,4,2,4,4,4,3,3,2,4,3,3,4,4,5,5,3,3,2,4,3,5,4,76,88,95,82,78,88,86,86,87,82,82,63,3,3,3,3,3,3,3
6,3,"5,6",2,1,2,2,3,4,3,3,1,4,3,4,5,4,5,"1,3,4,11",4,4,4,1,4,5,1,1,4,3,4,2,3,3,6,6,6,5,3,4,3,4,5,4,4,3,5,4,4,4,5,75,75,25,100,100,100,75,100,50,75,20,75,2,4,4,5,4,5,5
11,1,5,2,2,1,2,4,4,5,5,3,2,4,4,4,5,4,"3,4,6,7,8,11",5,4,4,2,1,1,4,5,2,2,2,4,2,4,1,1,1,4,2,4,2,3,4,5,4,4,4,4,4,4,5,66,88,51,80,30,16,70,40,70,77,26,21,4,4,4,3,3,3,3
6,4,,2,1,2,2,5,4,4,4,3,4,3,3,2,4,4,"2,4",5,5,3,5,5,5,3,2,2,4,2,5,2,4,4,2,2,3,4,2,4,5,5,5,4,4,4,5,5,2,5,88,89,80,91,85,85,90,86,86,85,92,77,3,4,4,4,4,3,4
12,3,5,2,1,1,2,1,5,5,2,2,1,3,4,4,2,4,"2,3,4,6",2,3,2,3,3,1,1,1,2,5,2,4,2,4,4,4,4,2,1,4,1,1,3,4,2,2,2,3,4,5,2,10,79,11,10,68,30,60,30,20,10,13,,3,4,4,3,3,5,5
5,4,5,2,1,1,2,3,1,5,3,3,5,3,3,3,3,3,"3,5,9",5,3,4,2,4,2,2,2,3,4,3,4,3,4,3,3,3,3,3,3,3,4,3,3,3,4,3,4,4,5,2,60,57,57,57,45,61,56,60,30,32,47,34,3,4,4,3,2,3,3
11,1,5,2,1,1,2,3,4,5,4,3,3,4,1,3,5,1,"1,4,8",4,4,4,1,2,4,5,5,4,2,4,2,4,2,2,2,2,4,4,2,4,4,5,4,4,5,4,4,4,2,4,85,80,80,80,70,80,75,85,70,70,80,75,3,4,4,3,3,3,3
19,2,"3,5",2,1,1,2,4,3,4,1,1,1,3,2,4,3,4,"1,4",4,3,4,4,1,1,3,1,3,4,2,4,2,4,2,2,2,2,2,2,1,2,3,5,3,2,2,3,4,2,2,30,20,20,20,75,100,75,75,60,65,60,50,3,4,3,3,2,5,5
"6,11",2,2,2,1,1,2,4,2,2,4,2,2,3,3,4,3,4,"1,2,3,4,8",3,3,2,4,1,3,5,3,2,4,2,4,2,2,2,4,3,4,2,4,4,4,5,3,4,4,1,5,3,3,3,50,85,55,80,60,47,38,50,56,70,44,78,2,4,2,2,3,5,1
11,1,5,2,2,1,2,5,5,5,5,2,4,4,1,5,4,3,,5,5,5,3,3,4,5,6,4,2,3,2,3,2,2,2,1,5,4,3,5,5,5,4,4,5,4,5,5,1,5,100,100,100,100,100,100,100,100,90,50,70,90,4,4,4,4,4,4,4
8,4,5,2,1,1,2,4,3,3,3,2,1,4,3,3,3,4,"4,6",5,4,5,3,5,3,6,2,4,2,3,2,3,3,2,2,2,5,3,3,3,4,5,4,3,3,3,4,4,3,4,62,70,60,51,64,64,65,53,62,69,90,71,3,3,3,3,3,4,3
14,3,5,2,2,1,2,3,2,4,2,1,4,4,3,4,3,4,1,4,4,4,4,3,2,1,2,2,4,2,4,4,4,2,3,2,4,2,3,3,3,3,4,3,3,3,4,4,4,4,76,71,66,78,97,63,70,88,68,70,86,58,2,3,3,3,3,3,2
1,1,2,1,1,1,2,4,4,4,4,3,3,3,2,3,2,2,4,4,5,3,3,3,4,3,3,3,2,3,2,4,1,2,2,2,3,3,4,3,3,4,4,4,4,3,5,5,3,4,,65,85,90,80,80,85,80,75,70,75,80,4,3,3,4,4,4,3
11,1,"2,6",2,1,1,2,5,4,4,4,1,2,5,1,2,4,2,6,4,3,4,1,1,1,5,5,4,2,4,2,4,2,2,1,2,4,4,2,4,5,5,4,4,5,3,4,5,3,4,81,100,97,97,96,94,97,99,89,100,100,92,3,4,4,3,3,5,5
3,1,6,2,2,1,2,5,3,4,4,4,3,4,2,3,4,2,,4,4,2,2,2,3,3,3,4,2,4,2,4,2,2,2,2,4,4,1,3,5,4,4,4,3,2,4,4,2,4,84,90,73,77,85,72,84,88,80,73,91,44,4,3,3,4,4,3,3
1,2,5,2,1,1,2,4,3,3,2,1,1,2,3,5,4,5,"3,4,6,8,11",4,4,1,4,1,1,2,1,4,2,4,2,4,2,3,3,3,2,2,4,3,4,5,4,2,4,4,4,4,4,3,90,90,85,80,87,95,75,90,80,70,95,65,4,3,3,3,2,5,5
9,4,5,1,2,1,2,2,2,1,2,2,3,3,5,5,4,5,"1,2,3,4",5,5,5,5,5,4,5,5,4,5,3,4,2,3,1,1,1,4,2,1,4,4,5,4,3,4,3,5,5,3,4,91,91,100,90,100,90,100,90,80,90,80,80,4,4,4,4,3,3,4
11,1,2,2,2,1,2,3,3,3,3,3,3,4,2,2,4,3,,3,4,4,3,3,2,2,4,3,2,4,3,3,3,2,2,2,4,4,2,3,4,4,3,4,3,3,4,4,3,4,87,100,79,89,91,82,75,84,88,85,87,84,3,3,3,3,3,3,3
11,2,5,2,1,1,2,2,1,4,1,1,1,2,4,5,1,5,"1,3,9,10,11",1,2,1,2,2,4,1,1,4,4,4,2,2,2,2,2,2,4,1,4,2,2,3,4,3,4,4,2,3,1,2,88,100,71,92,100,87,100,90,100,70,60,50,3,4,4,1,2,1,2
3,2,5,2,1,2,2,2,1,1,3,2,2,2,5,5,3,5,"2,3,4,6,10,11",4,2,2,3,1,1,4,6,3,3,3,3,3,3,4,4,4,2,1,5,2,2,2,1,2,3,2,2,3,5,1,5,3,10,5,0,1,0,0,1,1,2,1,4,3,3,2,1,5,5
"1,11",1,5,2,1,2,2,3,3,3,5,2,4,5,2,3,4,2,,3,3,3,3,3,3,3,4,5,4,5,4,4,4,6,4,6,,5,5,5,5,5,3,3,3,3,3,3,2,3,100,100,100,100,100,100,100,100,100,100,100,100,4,4,4,5,3,5,3
15,4,"2,5",2,1,1,2,4,2,2,4,3,4,4,3,2,4,4,,2,2,2,4,5,5,2,5,4,2,4,2,4,2,2,2,2,4,2,2,1,4,4,4,3,5,2,4,4,4,4,91,47,72,78,62,25,91,74,38,74,75,32,4,4,3,3,2,3,3
11,1,6,2,2,2,2,3,2,3,3,3,2,3,3,3,1,3,"3,4,6",4,2,1,1,1,1,2,3,3,4,2,4,2,4,4,4,3,1,2,5,1,2,3,4,2,1,1,3,3,4,1,33,20,25,15,69,40,81,65,15,48,88,4,4,3,2,2,1,2,3
11,1,5,2,1,2,2,3,4,2,5,3,4,4,3,4,4,4,10,5,4,3,2,1,1,2,5,4,4,3,3,4,2,2,1,1,,,,,,,4,4,3,2,3,5,5,2,7,26,34,15,86,89,100,46,23,38,57,28,3,3,3,1,5,5,5
5,2,5,2,1,1,2,2,3,4,2,1,2,3,4,5,4,,"1,2,3,4,7,8,11",2,3,2,2,2,2,1,1,4,4,3,4,2,4,2,2,2,3,3,3,2,2,3,4,4,4,3,3,4,2,4,34,38,35,33,51,43,35,44,24,53,34,48,3,3,4,2,5,3,5
8,2,5,2,1,1,2,1,3,3,1,3,2,3,1,5,3,5,"1,4,6,10,11",1,2,1,1,1,4,3,3,3,4,2,1,2,5,3,2,2,2,1,3,2,1,1,4,3,3,2,4,4,4,3,69,30,80,80,78,63,81,52,72,84,100,50,3,3,4,3,3,3,2
1,3,5,2,1,1,2,4,4,4,4,2,2,4,3,4,4,4,3,3,3,3,2,3,2,2,5,4,2,4,2,3,2,3,2,2,4,3,1,3,4,5,4,3,3,2,4,4,3,4,92,93,91,93,60,50,75,48,50,61,76,32,4,3,3,5,3,5,5
2,5,,2,1,1,2,3,1,3,5,2,3,2,5,5,2,5,"1,3,4,6,9,11",5,4,2,5,5,2,3,2,4,2,3,2,3,1,4,4,4,5,4,5,4,5,5,5,4,4,3,4,5,3,4,73,63,73,79,51,50,48,71,50,54,80,30,3,3,3,4,3,3,4
11,1,2,2,1,2,2,4,4,3,4,3,4,3,3,3,4,3,"3,4,9",4,3,4,3,2,2,4,5,4,2,4,2,3,2,2,2,2,5,4,2,4,4,4,3,3,4,4,4,3,4,4,92,91,92,91,95,92,96,83,90,81,97,77,4,4,4,,3,4,4
11,1,2,2,2,2,2,4,2,2,1,1,1,3,3,4,3,3,"3,4",3,3,2,2,4,2,2,6,3,2,3,3,4,3,3,2,2,5,3,1,3,4,4,2,4,4,3,3,2,4,3,66,79,66,79,0,10,15,,61,75,0,17,3,3,3,5,3,5,5
4,2,5,2,1,1,2,5,3,4,4,2,2,5,3,4,5,5,"4,6,7",4,4,4,4,4,4,5,5,4,2,3,2,4,2,2,2,2,4,4,4,4,4,4,4,5,4,4,5,5,2,5,73,72,75,77,70,72,74,69,73,78,77,71,4,4,4,4,3,3,3
15,4,5,2,2,1,2,4,4,4,4,1,2,4,2,3,4,4,4,5,3,2,4,,2,3,4,3,2,3,3,3,3,3,2,2,4,3,2,3,4,4,5,4,4,4,3,4,3,4,51,56,57,57,55,56,50,50,56,52,52,51,4,3,3,3,3,2,3
5,4,6,2,1,1,2,4,3,4,3,2,3,3,3,4,2,4,"1,4",4,4,4,4,4,4,6,5,4,2,4,1,4,2,2,2,3,5,2,2,4,4,2,4,4,4,4,4,4,4,4,82,66,92,90,88,92,73,75,74,68,72,84,4,3,3,4,3,4,4
6,4,5,2,2,1,2,2,3,3,2,1,2,2,4,5,3,5,"1,2,3,4,6,7,8,10,11",4,3,2,4,4,4,4,4,3,4,5,4,2,4,4,3,2,4,3,4,2,2,3,3,3,4,4,2,3,5,3,20,65,70,35,50,25,85,75,70,50,25,25,4,4,3,3,5,4,3
11,1,5,2,1,1,2,5,4,4,4,4,3,4,1,3,4,1,,3,4,4,2,2,3,2,2,4,2,4,2,3,2,2,2,2,4,4,1,4,5,4,4,3,3,3,4,4,2,4,85,88,87,88,89,89,90,88,73,80,85,84,3,3,3,4,3,3,3
12,3,2,2,1,1,2,4,3,4,3,1,4,3,1,4,4,4,"3,4,7,8,10,11",4,4,4,4,4,5,5,5,3,3,3,2,3,3,3,3,3,5,2,4,2,5,3,4,4,5,5,4,4,3,4,80,70,90,85,20,75,65,50,50,85,60,15,4,3,4,3,2,4,4
6,2,2,2,1,1,2,5,2,4,5,3,3,4,2,3,5,2,"3,11",5,4,2,4,1,3,5,3,4,2,4,2,4,2,1,1,1,5,5,2,3,5,5,5,3,4,2,5,5,3,5,69,85,96,95,100,100,100,100,85,100,100,50,4,4,3,3,3,3,3
1,2,5,2,1,1,2,4,3,4,4,3,3,4,1,4,4,3,,5,4,3,5,2,4,4,4,5,2,3,3,3,2,1,1,1,5,4,3,4,5,5,4,4,4,3,4,4,2,5,70,80,90,75,85,65,80,55,60,70,60,55,4,3,3,4,3,4,4
15,2,2,2,1,2,2,2,2,2,2,1,1,2,3,4,2,3,"2,4,7",2,2,2,4,2,4,4,4,3,3,2,3,3,3,3,3,3,3,3,3,4,3,4,4,3,4,3,4,4,4,4,71,75,67,76,70,72,76,72,74,65,74,65,4,3,3,3,3,4,3
11,1,2,1,2,2,2,4,3,2,2,4,2,4,2,4,4,3,"4,6,11",4,2,4,2,4,3,3,5,4,2,2,3,4,4,2,2,2,3,2,4,4,3,3,3,4,5,3,4,4,4,4,82,59,56,32,65,70,80,57,32,64,80,52,3,3,4,2,2,3,2
7,2,5,2,1,1,2,4,4,4,3,2,3,4,2,4,3,2,4,5,3,4,4,5,4,5,4,3,2,2,3,3,2,3,2,2,4,4,2,4,5,5,5,4,4,3,4,5,1,5,80,80,75,80,90,90,85,90,70,60,70,50,3,4,4,4,3,4,4
11,1,,2,1,2,2,4,3,3,3,4,3,3,2,3,4,3,"2,3,4,6",4,4,3,2,2,3,2,4,3,2,3,2,2,3,2,2,2,4,2,2,3,4,4,4,3,4,3,4,4,2,4,46,53,56,70,69,55,60,50,69,65,86,47,4,2,2,5,4,5,5
15,5,5,2,2,1,2,4,2,4,2,1,2,3,3,4,3,3,4,4,4,3,3,4,2,5,5,3,3,2,3,2,2,5,4,4,3,4,3,4,4,4,4,3,4,4,3,4,3,4,61,50,50,49,40,40,40,40,49,49,60,50,3,3,3,4,3,4,3
11,1,2,1,1,2,2,4,3,3,4,4,5,3,1,2,2,2,,3,3,3,1,1,2,4,4,4,1,5,5,4,1,6,4,5,4,2,1,3,4,4,4,4,2,1,4,5,4,2,85,95,90,100,90,95,95,90,90,95,85,50,3,4,4,3,3,3,3
1,4,5,2,1,1,2,4,3,3,3,1,3,3,3,4,3,4,"4,8",5,4,4,4,4,4,5,5,3,4,2,4,3,5,2,4,3,4,4,2,4,4,5,3,3,4,3,4,4,5,4,65,60,55,60,75,51,55,60,50,52,52,50,3,3,3,4,3,4,3
15,1,5,2,1,2,2,3,4,3,2,2,2,3,3,4,3,4,"3,4",4,3,4,3,1,1,3,4,3,4,2,3,2,3,3,2,3,4,4,3,3,2,4,5,4,3,3,4,5,4,4,65,65,57,60,59,72,51,70,50,61,53,38,3,3,3,3,3,3,3
11,1,2,2,2,1,2,4,5,5,3,2,2,4,3,4,3,4,"3,4",5,5,5,1,4,2,3,1,2,4,4,5,1,5,1,1,1,4,3,1,4,5,5,4,3,3,4,5,5,5,5,39,61,48,69,89,55,44,66,28,28,53,26,2,3,3,4,4,4,4
11,1,5,2,1,1,2,4,3,4,4,4,4,3,1,2,3,1,,4,3,2,1,2,4,2,5,3,2,4,2,3,2,5,5,5,4,4,2,4,5,4,5,4,3,3,4,5,3,4,85,40,85,50,85,85,85,90,75,85,85,40,4,4,4,3,4,4,3
